normalized_token,classification,detection_method,count,variant_examples,sample_contexts
Кеннеди,title,quoted_title,2,Кеннеди (2),"Соединенных Штатов Вильсона, Рузвельта, Кеннеди и Обамы больше не существует. Мир их пр | да вбежала в комнату Оля: «Покушение на Кеннеди! По телевизору только что передали». И"
Чалый,unknown,unknown,2,Чалого (2),"тантом одного из героев ""Русской Весны"" Чалого. Вообще же тема методологии, наследия Г | овские политтехнологи вытеснили сначала Чалого, а потом и его из правительства Севасто"
Феликс,unknown,unknown,2,Феликс (1); Феликсу (1),"лощади Дзержинского был открыт памятник Феликсу Дзержинскому (скульптор Евгений Вучетич | ов, Александра Коллонтай, Иосиф Сталин, Феликс Дзержинский; стоят в правом углу Маргар"
Юга,title,quoted_title,2,Юга (2),"а также демократы со Среднего Запада и Юга страны, была наиболее негативной. Черчи | ально-экономические практики Глубинного Юга, вынести их на уровень государственной"
Сербию,title,quoted_title,2,Сербию (2),"как будто достаётся рыцарю. ""Освободив"" Сербию от турок, Россия великодушно предоставл | в. России принадлежит лишь 2,1% ввоза в Сербию. Весь государственный долг Сербии помещ"
Зиновьев Каменев,person,expanded_pair,2,Зиновьев Каменев (1); Зиновьева Каменева (1),"После смерти Ленина «тройка» Сталин—Зиновьев—Каменев в борьбе за власть против группы Троцко | Чуковский же радуется суду и расстрелу Зиновьева и Каменева – за личные обиды от них: первый, будуч"
Дайте,title,quoted_title,2,Дайте (2),"но это и есть новая национальная идея: «Дайте денег и не мешайте». | внешних (чуть раньше слова Столыпина – «Дайте нам 20 лет спокойствия…»), вытеснены на"
Даже,title,quoted_title,2,Даже (2),"к другу он описывал нравы московитов: ""Даже если у мужчины есть красивая жена, пота | ёкие, довольные. Копали весело, бойко. «Даже арестанты любят петь песни. А по вечера"
Группа,title,quoted_title,2,Группа (2),"рава: Андрей Крисанов, обложка альбома «Группа крови», 1987. «Помните плакат к фильму | уплено такими гигантами, как ПИК, А101, Группа Абсолют и другими. Всё украдено до нас»"
Малевич,person,pattern_surname,2,Малевич (1); Малевича (1),"Слева: Казимир Малевич, киноафиша «Доктор Мабузе — игрок», 192 | Похороны Малевича, 1935 год, Москва"
Видеть,unknown,unknown,2,Видя (1); Вижу (1),"ерняка был бы уже в составе Молдавии. - Видя слабость России, свой транзит власти уж | квартир). https://t.me/proeconomics/320 Вижу даже по своему стародачному посёлку Заг"
Чарльз,unknown,unknown,2,Чарльза (2),"м (учился в Германии), поклонником идей Чарльза Дарвина и переводчиком на русский его п | ской биологии Гарвардского университета Чарльза Либера и двух гражданам Китая. Все трём"
Ато,unknown,unknown,2,АТО (2),"е не было бы таких огромных расходов на АТО и армию, а также потерь от разрыва экон | у населению (тем же демобилизованным из АТО «ветеранам»). Заодно и абонентская плат"
Ленин,person,natasha_ner,2,Красные (1); Троцкого (1),"аменев в борьбе за власть против группы Троцкого заключила с номенклатурой негласный «ко | памятников Ленину, вырубленный в скале Красные камни в Кисловодске в 1924 году скульпт"
Некит,unknown,unknown,2,Некита (2),"У историка Андрея Некита прочитал важное напоминание о развитии | ях общественной жизни вне его», - пишет Некита. Более того, в экономике Новгородской р"
Африка Россия,person,expanded_pair,2,Африки России (1); Африки Россия (1),"ВВП там чуть больше $2000 – это уровень Африки).  - Россия не получила бы 80% тех санкций, которые | компрадоров Второго и Третьего мира, от Африки до России и Китая. А про Россию – вообще вспомина"
Расо,unknown,unknown,2,РАСО (2),Почитал полный доклад РАСО об изменившейся политической обстановке | высказывания политтехнологов из отчёта РАСО: - Характеристики новой политической ре
Михаил Блинкин,person,adjacent_pair,2,Михаил Блинкин (2),"ШЭ, специалист по транспортным системам Михаил Блинкин: ""Для горожанина в богатой части мира т | транспорта и транспортной политики ВШЭ Михаил Блинкин в газете мэрии ""Московская перспектива"""
Блинкин,person,pattern_surname,2,Блинкин (2),"циалист по транспортным системам Михаил Блинкин: ""Для горожанина в богатой части мира т | орта и транспортной политики ВШЭ Михаил Блинкин в газете мэрии ""Московская перспектива"""
Кац,unknown,unknown,2,Каца (2),"мысла, а не то, что предлагают хипстеры Каца и Собянин. ""Двухэтажная Чечня"", без пан | чтожило само себя (не без помощи агента Каца). Все остальные либеральные силы деград"
Невад,unknown,unknown,2,Невада (2),"Атомный туризм в американском штате Невада, конец 1950-х. За 3 доллара можно было | ьного университета и Университета штата Невада"
Ясный,unknown,unknown,2,ЯСНО (2),"и консерватора 26 млн. руб. в год. ВСЁ ЯСНО. Давно говорю, что напротив высказывани | Дубае или в Израиле). В итоге же – ВСЁ ЯСНО."
Сталин Мы,person,expanded_pair,2,Сталин Мы (1); Сталина Мы (1),"лом лет на 80 (вечно, видимо, замечание Сталина «Мы отстаём от Европы на 100 лет»). Т.е. у | авы - Польша, Турция и даже Швеция. Еще Сталин заметил, что «Мы отстаём от Европы на 100 лет», сегодня"
Америка Россия,person,adjacent_pair,2,Америке Россия (1); Америки России (1),"аверняка тоже любил, но считал, что без Америки России не будет. В его утопии Россия – это так | рынки, включая сырьевые (так благодаря Америке Россия впервые в истории получила лет 8-12 «ре"
Соловецкого,title,quoted_title,2,Соловецкого (2),". - Представьте себе, там (в управлении Соловецкого лагеря ) так и говорят: ""продаём"", ""при | нтересная вторая подоплёка знаменитого «Соловецкого сидения» - оборона монастыря продолжала"
Европейский В,person,expanded_pair,2,Европейская В (1); Европейским В (1),"выступающему за более жёсткий разрыв с Европейским союзом. - В Греции экономический кризис продолжится | таком сахаровском варианте республика «Европейская Россия» стала бы делиться дальше – на В.Пруссию, Ингерманландию, Казакию и т.п."
Бруно,unknown,unknown,2,Бруно (2),"сточным проблемам, оберштурмбанфюрер СС Бруно Клейст. Вот дословный кусок о ""колоннах | е 80 человек. К примеру, это архитектор Бруно Таут, известные экономисты Александр Рю"
Шестая,title,quoted_title,2,Шестая (2),"гин несколько лет назад изобрёл термин ""Шестая колонна"". Если ""Пятая колонна"" - это от | оду посещал СССР и тогда написал книгу «Шестая социалистическая часть мира», которая с"
Православная,title,quoted_title,2,Православная (2),"жизнь Церкви». (М.Шкаровский, «Русская Православная Церковь при Сталине и Хрущеве») Протоие | ирокой автономии не обладала Украинская Православная Церковь, до тех пор пока она остается с"
Кремниевой,title,quoted_title,2,Кремниевой (2),"х отраслях или на предприятиях, скажем, Кремниевой долины; утрачивается понимание братства | льных мегаполисов или даже технопарками Кремниевой долины». Если мужчина лишается своего г"
Жан,person,natasha_token,2,Жан (2),"Французский философ-постмодернист Жан Бодрийяр о рекламе: ""Решающее воздейств | 2019 году социологи Наталья Тихонова и Жан Тощенко пишут, что это цифра за время к"
Ангела,person,natasha_token,2,Ангела (2),"который французы одобрят. - В Германии Ангела Меркель проиграет выборы. - В Италии по | дер США Дональд Трамп, канцлер Германии Ангела Меркель и премьер-министр Испании Педро"
Медведев Россия,person,expanded_pair,2,Медведев России (1); Медведев Россия (1),"торитарными методами. Недавно президент Медведев заметил: ""Россия не может быть парламентской демократией | молодое, как правильно говорит Дмитрий Медведев; конечно, никакого правопреемства у России ни с СССР, ни тем более с РИ нет – стра"
Gallup,unknown,unknown,2,Gallup (2),"е харакетристики вегетарианцев в США от Gallup. Ожидаемо, вегетарианцев больше среди л | Свежий опрос Gallup, проведённый в шести странах с сильным"
Беппе,unknown,unknown,2,Беппе (2),"В Италии победят ""Пять звёзд"". Их лидер Беппе Грилло запустит референдум о выходе Ита | телен. А до него были итальянский комик Беппе Грилло, с нуля за полгода раскрутивший"
Грилло,unknown,unknown,2,Грилло (2),"ии победят ""Пять звёзд"". Их лидер Беппе Грилло запустит референдум о выходе Италии из | А до него были итальянский комик Беппе Грилло, с нуля за полгода раскрутивший своё дв"
Тереза,unknown,unknown,2,Тереза (2),"нгенской зоне придет конец.  - В Англии Тереза Мэй уступит кандидату, выступающему за | ой Троцкий, но и его помощница по имени Тереза Ротшильд. Какие бывают переплетения."
Джон,person,natasha_token,2,Джон (2),"в СССР и известный английский экономист Джон Кейнс. На следующий день машина Зиновье | Американский фотограф Джон Шульц в СССР, 1958 год. Насколько же си"
Bloomberg,unknown,unknown,2,Bloomberg (2),"ется Россия; в нём она снова, как пишет Bloomberg, «сверхдержава после 26 лет унижений») | нения порядка на рынке нефти», сообщает Bloomberg. Сегодня уже пошли сообщения, что Росси"
Ангела Меркель,person,adjacent_pair,2,Ангела Меркель (2),"который французы одобрят. - В Германии Ангела Меркель проиграет выборы. - В Италии победят ""П | дер США Дональд Трамп, канцлер Германии Ангела Меркель и премьер-министр Испании Педро Санчес."
Марин Пен,person,expanded_pair,2,Марин Пен (2),"ых его положений:  - Во Франции победит Марин Ле Пен. После прихода к власти она проведёт ре | ваясь, ультраправых по всей Европе - от Марин Ле Пен до «Альтернативы для Германии» и австри"
Самойлов,person,pattern_surname,2,Самойлов (1); Самойлова (1),"не царил тот беспредел, о котором пишет Самойлов в 1980-е годы, иначе говоря, власть сил | рти как предатель и сука.   Читая очерк Самойлова, я обнаружил, что за тридцать лет лагер"
Калининский,person,pattern_surname,2,Калининский (1); Калининском (1),"аны. Эдмондо Ассаре-Аддо, обучавшийся в Калининском медицинском институте, замёрз в нетрезв | а (ныне Новый Арбат: вид на здание СЭВ, Калининский мост и сам проспект"
Гегель,person,natasha_token,2,Гегель (2),"сского интеллигента устроен так: Маркс, Гегель, психушка. Впрочем, достаточно побродит | антроп Шопенгауэр, и противостоящий ему Гегель, и где-то возвышающийся над ними Кант."
Антоний Храповицкий,person,expanded_pair,2,Антоний Храповицкий (2),"щала по швам, а архиепископ Харьковский Антоний (Храповицкий) мечтает о завоевании Палестины и вообщ | опроса выступил архиепископ Харьковский Антоний (Храповицкий). Он считал, что задачей России в этом"
ООН,title,quoted_title,2,ООН (2),"Ливии и Конго. Присутствуют ""миротворцы ООН"" из Руанды (около 12 тыс. человек). Вое | терпит поражение в важном голосовании в ООН - деятели Третьего мира вскакивают на с"
Спаситель,unknown,unknown,2,Спасителя (2),"овгород, чем отечество отвергнутого ими Спасителя? Не Европу только надо очистить от туро | х делегаций. Когда открылся храм Христа Спасителя, перешли работать туда. Алексий II пред"
Вифлеем,unknown,unknown,2,Вифлеем (2),"лавный Восток: Господень Гроб, Голгофу, Вифлеем, Дамаск, Бейрут и вообще все православн | ерусалима и его окрестностей (например, Вифлеем) перейдут под мандат России.  Англичане"
Фултонский Черчилль,person,expanded_pair,2,Фултонской Черчилля (2),"ал, как американцы поначалу отнеслись к Фултонской речи Черчилля, произнесённой им в 1946 году. Она, как | асть американского общества отнеслась к Фултонской речи крайне негативно, а то и враждебно, полностью отвергая все главные тезисы Черчилля. Газета ""Чикаго-Сан"" назвала Черчилля """
Союзу,title,quoted_title,2,Союзу (2),"ская политика по отношению к Советскому Союзу ""слишком мягкая"", и лишь 3% заявили, чт | ных мер экономической помощи Советскому Союзу размером не менее 30 миллиардов долларо"
Харьковский Антоний,person,adjacent_pair,2,Харьковский Антоний (2),"рана уже трещала по швам, а архиепископ Харьковский Антоний (Храповицкий) мечтает о завоевании Пале | ения этого вопроса выступил архиепископ Харьковский Антоний (Храповицкий). Он считал, что задачей Р"
Харьковский Храповицкий,person,expanded_pair,2,Харьковский Храповицкий (2),"рана уже трещала по швам, а архиепископ Харьковский Антоний (Храповицкий) мечтает о завоевании Палестины и вообщ | ения этого вопроса выступил архиепископ Харьковский Антоний (Храповицкий). Он считал, что задачей России в этом"
Византийский Греция,person,expanded_pair,2,Византийскую Грецию (2),"ь в том случае, если Россия восстановит Византийскую империю, объединив теперешнюю свободную Грецию с Царьградом под мирскою властью самоде | считал, что России следует восстановить Византийскую империю, объединив Грецию с Константинополем (Царьградом) под мир"
Марфы,title,quoted_title,2,Марфы (2),дний факт свидетельствует об ориентации Марфы на буржуазный тип ведения хозяйства в е | о весьма значительных размерах владений Марфы по отношению ко всей территории Новгоро
Палестина Средиземный,person,expanded_pair,2,Палестиной Средиземного (2),"а до Дамаска и Яффы и овладеть Сирией и Палестиной, открыв для себя берег Средиземного моря и соединив его с Кавказом железным | аза до Дамаска и Яффы, а также Сирией и Палестиной, открыв для себя берег Средиземного моря и соединив его с Кавказом железным"
Узбекистана,title,quoted_title,2,Узбекистана (2),«Профессор Андижанского госуниверситета Узбекистана Р. Шамсутдинов в своей монографии о кол | овек. Здесь живет около трети населения Узбекистана и Таджикистана и примерно половина насе
Геральд,unknown,unknown,2,Геральд (1); Геральда (1),"приносили им огромные деньги. ""Нью-Йорк Геральд Трибьюн"" назвала Черчилля ""выдающимся л | оссийскую юрисдикцию островов Врангеля, Геральда, Беннета, Генриетты, Медного. Про остро"
Трибьюн,unknown,unknown,2,Трибьюн (2),"сменить англофобию на русофобию ""Чикаго Трибьюн"" написала, что Черчилль ""больше, чем лю | и им огромные деньги. ""Нью-Йорк Геральд Трибьюн"" назвала Черчилля ""выдающимся лидером в"
Чикаго,unknown,unknown,2,Чикаго (2),"гал им сменить англофобию на русофобию ""Чикаго Трибьюн"" написала, что Черчилль ""больше | а, мелкий финансист среднего возраста в Чикаго отмывает деньги мексиканской наркомафии"
Клайпедский,person,pattern_surname,2,Клайпедского (2),иями белорусов в инфраструктуру того же Клайпедского порта. Компании с участием белорусского | грузы формируют 35% деятельности всего Клайпедского порта. Сам порт создает около 7% ВВП вс
Социальный,title,quoted_title,2,Социальный (2),"ктивных страт дают в совокупности 34%. «Социальный балласт» — это т.н. «веб-обыватели» (20 | а в Собяниным и федеральными властями. ""Социальный балласт"" сбрасывается регионами в Москв"
Ирина Ивахнюк,person,adjacent_pair,2,Ирина Ивахнюк (1); Ирине Ивахнюк (1),тят работать. Доктор экономических наук Ирина Ивахнюк из комитета «Гражданское содействие»: « | ний Север – вахтовым методом. Хорошо бы Ирине Ивахнюк изучить этот вопрос.  Теперь по поводу
Решили,title,quoted_title,2,Решили (2),"ических наук). И вот что у них вышло:  «Решили поиграть в игру ""Франция"": профсоюзы, п | т что у них вышло (дословная цитата):  «Решили поиграть в игру «Франция»: профсоюзы, п"
Хамовники,title,quoted_title,2,Хамовники (2),"оты у десятков миллионов россиян. Фонд «Хамовники» Симона Кордонского провёл множество ис | отходников, по-видимому, выше. У Фонда «Хамовники» прочитал оценку их численности: «Треть"
Совмин Ссср,person,adjacent_pair,2,Совмин СССР (2),"Щедровицкого, методолога. ""В 1981 году Совмин СССР купил дорогую ситуационную игру у Франц | нцев Минэнерго СССР). Он упоминает, что Совмин СССР тогда купил дорогую ситуационную игру у"
Эллиот,title,quoted_title,2,Эллиот (2),"о, где её принял посол Ганы в СССР Джон Эллиот. На состоявшейся затем пресс-конференци | м пресс-конференции советская сторона и Эллиот объяснили гибель студента следствием не"
Киргизии,title,quoted_title,2,Киргизии (2),": ""Мы побеседовали с бывшим президентом Киргизии Аскаром Акаевым в Швейцарии, где живут | «Старший сын бывшего президента Киргизии Аскара Акаева скончался в Подмосковье."
Согласно,unknown,unknown,2,Согласно (2),"Республики Казахстан Диана Диханбаева: Согласно исследованию, проведенному The Soufan C | ниверситета Хельсинки Владимир Гельман: Согласно данным РИНЦ, самым цитируемым российски"
Алабама,unknown,unknown,2,Алабама (1); Алабамы (1),"и в потакании расизму: ""Москва — вторая Алабама"", ""Мы хотим человеческого отношения"". | зносят какие-нибудь реднеки из Техаса и Алабамы с винтовками в руках) не просто готовы"
Туркменистан,unknown,unknown,2,Туркменистана (2),"граждан Таджикистана, более 400 граждан Туркменистана и более 1500 граждан Узбекистана. В нас | н только что получил паспорт гражданина Туркменистана. 23 декабря 1993 года"
Иго,unknown,unknown,2,ИГ (2),"а. В настоящее время, после уничтожения ИГ в Сирии фиксируется отток боевиков и чл | ой организации «Исламское государство» (ИГ) через мессенджеры и передавали им данн"
Завет,title,quoted_title,2,Завет (2),"рию. Но из Библии особо выделяет Ветхий Завет, где встречаются примеры многобрачия. О | книг, из которых 583 это Ветхий и Новый Завет, проехал 1929 ли (600 миль), посетил 18"
Ветхий,title,quoted_title,2,Ветхий (2),"семинарию. Но из Библии особо выделяет Ветхий Завет, где встречаются примеры многобра | я продал 8746 книг, из которых 583 это Ветхий и Новый Завет, проехал 1929 ли (600 мил"
Куприн,person,pattern_surname,2,Куприн (2),"ка. Отвечали Деникин, Керенский, Бунин, Куприн, Ходасевич, Алданов и др. Мнения у них | Каким провидцем оказался писатель Куприн. В августе 1906 года он опубликовал в в"
Алданов,person,pattern_surname,2,Алданов (1); Алданова (1),"н, Керенский, Бунин, Куприн, Ходасевич, Алданов и др. Мнения у них разошлись. http://tt | t_let  Например, видение писателя Марка Алданова (Ландау) (1886-1957): «Я убеждён, что ч"
Сухов,person,pattern_surname,2,Сухов (1); Сухова (1),"в глубинке уже почти нет мужчин. ""Иван Сухов создал под Владимиром экспериментальный | ший в фильм ""Белое солнце пустыни"": сон Сухова, где он в образе Стеньки Разина плывет"
Единства,title,quoted_title,2,Единства (2),"бре 1999 года, то партия власти вместо ""Единства"" Шойгу тогда должна была выглядеть так: | на третьих ролях. Никто из основателей «Единства» не сделал большой карьеры."
Эммануилович,person,pattern_surname,2,Эммануилович (2),"лся в бумажках и сказал: - Бабель Исаак Эммануилович. Мы вдвоём пошли описывать жулика"". (Б. | ремени срок на Беломорканале. Его Игорь Эммануилович Грабарь нашёл уже после отсидки, и приг"
Исаак,title,quoted_title,2,Исаак (2),"покопался в бумажках и сказал: - Бабель Исаак Эммануилович. Мы вдвоём пошли описывать | их и о себе"")  За четыре месяца до суда Исаак Бабель пишет из камеры прошение: "" Граж"
Совмин Франция,person,expanded_pair,2,Совмин Франции (2),"Щедровицкого, методолога. ""В 1981 году Совмин СССР купил дорогую ситуационную игру у Франции. Усадил за неё своих экспертов (в основ | нцев Минэнерго СССР). Он упоминает, что Совмин СССР тогда купил дорогую ситуационную игру у Франции. Усадил за неё своих экспертов (в основ"
Пряников,person,pattern_surname,2,Пряниковым (2),"жизни в эмиграции @kashinguru  С Павлом Пряниковым, создателем “Толкователя”, не всегда со | и правым.   Поэтому я согласен с Павлом Пряниковым. Люди хотят участвовать в нормальной по"
Максим Кононенко,person,adjacent_pair,2,Максим Кононенко (2),"тный в прошлом блогер, а ныне колумнист Максим Кононенко, если бы с того времени по месяцу в год | nonenkome — надо ли объяснять кто такой Максим Кононенко? Правда?   @fuckyouthatswhy — мощнейший"
Тартус,unknown,unknown,2,Тартус (1); Тартусе (1),"что Россия начала выгружать в сирийском Тартусе С-300. Выгрузка проводилась за дымовой | «транспортный мост» из Новороссийска в Тартус, по которому начались массированные гру"
Вахштайн,person,natasha_token,2,Вахштайн (2),"и представитель левого урбанизма Виктор Вахштайн приводит интересный метод определения г | Социолог Виктор Вахштайн: ""Что общего у позднесоветской машины п"
Московский В,person,expanded_pair,2,Московского В (1); Московской В (1),"дит интересный метод определения границ Московской агломерации: ""В сущности, пригороды Москвы – с учётом м | цент запустения в помещичьих хозяйствах Московского уезда достиг 98,2%. ""В 1570-х годах в Московском уезде поместн"
Лужков Собянин,person,expanded_pair,2,Лужков Собянину (1); Лужкова Собянина (1),"2013 года тоже шёл активный вброс, что Лужков составит конкуренцию Собянину на выборах. За шесть лет многими это уж | ридумаем «третью силу» - некое движение Лужкова против Собянина (писал уже не раз, что старый служака и"
Виктор Вахштайн,person,adjacent_pair,2,Виктор Вахштайн (2),"циолог и представитель левого урбанизма Виктор Вахштайн приводит интересный метод определения г | Социолог Виктор Вахштайн: ""Что общего у позднесоветской машины п"
Бобровский,person,pattern_surname,2,Бобровского (2),много читал интересного биолога Максима Бобровского. Он изучает биогеоценозы прошлого време | ловек. Выше - краткая выдержка из книги Бобровского «Лесные почвы Европейской равнины» - ка
Xiii-xiv,unknown,unknown,2,XIII-XIV (2),"сторию этого пространства. Например, до XIII-XIV веков огромные площади нынешнего Нечерн | их земель на 2-3 века дольше, куда-то в XIII-XIV века, когда появились более вместительн"
Russia,title,quoted_title,2,Russia (2),"ушко сейчас переводит книгу «Quakers in Russia Hardcover»– 1964, by Richenda C. SCOTT» | бщество.  А вообще Саква в своей книге «Russia against the Rest» описывает мирсистему"
Белой,title,quoted_title,2,Белой (2),"й поэт Клюев тоже называл Россию тогда «Белой Индией».  «В деревнях совершенно отсутс | е песни, хоровое пение солдат царской и Белой армии, призывы к террору в отношении бо"
Пот,unknown,unknown,2,Пот (1); Пота (1),"листические правители того времени (Пол Пот, Хо Шимин, Дэн Сяопин и др.) Энвер Ходж | нтисемитизма до Айн Рэнд, Сталина и Пол Пота, но только не самую травоядную идеологи"
Энвер Ходжа,person,adjacent_pair,2,Энвер Ходжа (2),"Албанский социалистический диктатор Энвер Ходжа на протяжении руководства страной вёл д | и (Пол Пот, Хо Шимин, Дэн Сяопин и др.) Энвер Ходжа культурно был сильно связан с Францией."
Нью-йоркский Абу-даби,person,expanded_pair,2,Нью-Йоркского Абу-Даби (2),"Мирсистемщик и профессор Нью-Йоркского университета в Абу-Даби Георгий Дерлугьян приводит интересные а | Профессор Нью-Йоркского университета в Абу-Даби, представитель школы макросоциологии Ва"
Энгельса,title,quoted_title,2,Энгельса (2),"ами начал знакомиться с трудами Маркса, Энгельса и Ленина – на третьем году пребывания в | портретами ""великого учителя"", а также Энгельса, Бебеля и Либкнехта. Само правительство"
Бельгии,title,quoted_title,2,Бельгии (2),"й компартии, он в 1935-1936 годах жил в Бельгии, где вступил в и Бельгийскую компартию, | и, Японии, России, Великобритании, США, Бельгии, Испании и Нидерландов) участвовала в п"
Коминтерна,title,quoted_title,2,Коминтерна (2),"жанный греческой и французской секциями Коминтерна и лично Г.Димитровым, возглавил эту гру | их мнению (мнение – наследников «группы Коминтерна», тесно связанной с внешней разведкой)."
Голль,unknown,unknown,2,Голлем (1); Голля (1),"между Ходжей и французским генералом Де Голлем завязалась переписка. Постепенно они ст | я. Нельзя забывать великого человека де Голля. Его спрашивали: «А почему вы говорите,"
Голля,unknown,unknown,2,Голль (2),"и бы, виртуальными друзьями. А когда Де Голль возглавил Францию, эта виртуальная друж | грань голода), её выручила Франция. Де Голль распорядился поставить в эту страну 20"
Абу-даби,unknown,unknown,2,Абу-Даби (2),"профессор Нью-Йоркского университета в Абу-Даби Георгий Дерлугьян приводит интересные а | Профессор Нью-Йоркского университета в Абу-Даби, представитель школы макросоциологии Ва"
Тельман,unknown,unknown,2,Тельмана (2),"риспособились к новой обстановке (кроме Тельмана Исмаилова, который как раз не понял, чт | н – телохранитель одного из лидеров КПГ Тельмана. В 1924 году приезжает в Москву на рабо"
Меня,title,quoted_title,2,Меня (2),"тской пивной, описываемая американцем: ""Меня как будто швырнули в медвежий ров. Ярко | кого вождя: «Вы где-нибудь работаете? - Меня не берут даже во МХАТ. - А вы ещё раз п"
Сион,title,quoted_title,2,Сион (2),"же советуем читать наши каналы «Красный Сион» @redzion – в нём много публицистики, н | января движение «Шахар» и наш «Красный Сион» проведут дебаты «Левые и правые: еврей"
Рождественский,person,pattern_surname,2,Рождественский (1); Рождественскую (1),"анизаторов Союза Русского народа Никон (Рождественский), 1912 год: ""Нужно сначала отрезвить на | ожником русского анимационного кино. «В Рождественскую ночь, когда уставшие за день дети уснул"
Гуменюк,person,pattern_surname,2,Гуменюк (1); Гуменюка (1),"ин из дней к нему пришёл полковник Иван Гуменюк с приглашением посетить вечером русский | елуют ручку отца Ивана, а не полковника Гуменюка. ""Ну, он просто как настоящий!"" - с вос"
Виктор Собчак,person,expanded_pair,2,Виктор Собчак (1); Виктор Собчаке (1),". люди в звании. Первый глава КГБ РСФСР Виктор Иваненко вспоминал про одного такого:  «Собчак (с июня 1991 года-  мэр Ленинграда - Са | Бывший глава ЦБ РФ Виктор Геращенко упоминает интересный эпизод – при Собчаке в 90-е Путин любил выпить: «У меня, кст"
Советский Китай,person,expanded_pair,2,Советским Китая (1); Советском Китая (1),"ет лежать не национальный вопрос, как в Советском Союзе, а вопрос ""формаций"" - капиталистическое побережье Китая и архаические внутренние территории.  В | тамошних моджахедов, это - война между Советским Союзом с одной стороны и неофициальным альянсом Китая, арабских стран и США с другой.  Есть и"
Джордж Фридман,person,adjacent_pair,2,Джордж Фридман (2),"Американский политолог Джордж Фридман дал очередное интервью полякам. Он в по | рошлые прогнозы. Американский политолог Джордж Фридман, 2018 год – какими будут следующие 20 л"
Ттх,unknown,unknown,2,ТТХ (2),"ление очень покорное и трудолюбивое. По ТТХ Белоруссия даже качественнее, чем Литва | реть на результаты их противостояния по ТТХ и в бою"
Томас,unknown,unknown,2,Томасом (2),"Саймоном Кузнецом в 1955 году, а другая Томасом Пикетти в 2014 году. Кузнец полагал, чт | был создан в 1930 году в США инженерами Томасом и Кинтнером из компании Westinghouse El"
Xv-xvii,unknown,unknown,2,XV-XVII (2),"той, уже властвовавшей в этом регионе в XV-XVII веках. Это будет неформальный или даже | Есть устоявшийся стереотип, что Дон в XV-XVII вв. был местом свободы и равенства, отк"
Илья Глазунов,person,adjacent_pair,2,Илья Глазунов (2),"Вот откуда, оказывается, Илья Глазунов черпал вдохновение. Эту картину ""Дни от | Художник Илья Глазунов (с друзьями) в своей московской мастерс"
Воскресенский,person,pattern_surname,2,Воскресенский (1); Воскресенского (1),".Майков. Картина хранилась у настоятеля Воскресенского миссионерского монастыря, вдохновителя | оры Ивановской и Нижегородской областей Воскресенский и Никитин в этом году открывают речной"
Латвийский,person,pattern_surname,2,Латвийской (1); Латвийском (1),"фамилии. Например, о том, предстоятель Латвийской православной церкви Александр Кудряшов | генции. Вот факт, иллюстрирующий это. В Латвийском госуниверситете при позднем СССР на 540"
